1989年6月，中共十三届四中全会选举【】为中共中央总书记，强调继续坚决执行党的十一届三中全会以来的路线方针和政策。,单选,A,江泽民,乔石,李鹏,姚依林
邓小平在1992年的南巡谈话中明确指出，计划多一点还是市场多一点，不是社会主义和资本主义的【】，计划经济不等于社会主义，资本主义也有计划；市场经济不等于资本主义，社会主义也有市场。,单选,B,对立标志,本质区别,优劣之分,矛盾不同
1993年召开的中共十四届三中全会，通过了【】，将党的十四大的改革目标和基本原则具体化，成为20世纪90年代进行经济体制改革的行动纲领。,单选,B,"《关于调整""八五""计划若干指标的建议》",《关于建立社会主义市场经济体制若干问题的决定》,"《关于制定国民经济和社会发展""九五""计划和2010年远景目标的建议》",《中华人民共和国宪法修正案》1993年版
"把""三个代表""重要思想同马克思列宁主义、毛泽东思想、邓小平理论一道确立为中国共产党的指导思想，并写入修改后的《中国共产党章程》，实现党的指导思想的又一次与时俱进的党代会是【】。",单选,D,中共十三大,中共十四大,中共十五大,中共十六大
中国正式加入WTO，成为其第143个成员的时间是在【】。,单选,C,1998年1月,2000年12月,2001年12月,2002年1月
"构建社会主义和谐社会战略思想的提出，使中国特色社会主义事业的总体布局由""三位一体""发展为【】""四位一体""，丰富和发展了马克思主义关于社会主义社会建设的理论。",单选,B,政治建设、经济建设、组织建设、作风建设,经济建设、政治建设、文化建设、社会建设,思想建设、经济建设、法治建设、廉政建设,经济建设、政治建设、法治建设、生态建设
"陈水扁当选台湾地区领导人后，公然挑衅""一个中国原则""，鼓吹【】，妄图实现其法理""台独""、达到分裂中国的领土和主权的目的，对两岸关系带来严重毒害。",单选,C,"""台湾地位未定论""","""两国论""","""一边一国论""","""远亲与近邻论"""
"""把权力关， 进制度的笼子里，形成不敢腐的惩戒机制、不能腐的防范机制、不易腐的保障机制""，这是【 】提出来的。",单选,D,邓小平,江泽民,胡锦涛,习近平
2013年3月全国政协十二届一次会议选举【】为政协第十二届全国委员会主席。,单选,B,胡锦涛,俞正声,李瑞环,贾庆林
我国维护国家统一、反对国家分裂的基本法律依据是2005年3月举行的全国人大十届三次会议上全票通过的【】。,单选,A,《反分裂国家法》,《香港特别行政区基本法》,《澳门特别行政区基本法》,《与台湾关系法》
中共十八以来，中共中央强调网络安全和信息化工作要推进【   】建设，推动我国网信事业发展，让互联网更好造福国家和人民。,单选,B,网络大国,网络强国,全球互联网信息中心,全球区块链大国
2014年11月，十二届全国人大常委会决定我国每年的【   】设立为国家宪法日。,单选,C,3月15日,10月1日,12月4日,12月31日
2018年10月，世界最长的跨海大桥【   】正式通车，对于连起世界最具活力经济区，促进香港、澳门、珠海三地经济社会发展和一体化意义深远。,单选,B,杭州湾跨海大桥,港珠澳大桥,台海跨海大桥,港澳跨海大桥
党的十九大强调，新时代中国特色社会主义的总任务是【   】。,单选,A,实现社会主义现代化和中华民族伟大复兴,全面深化改革开放，推进现代化进程,全面建成小康社会,建成富强民主文明和谐美丽的社会主义强国
我们通常所讲的“两个一百年”是指【    】。,多选,AD,中国共产党成立100年,中国人民解放军建军100年,抗日战争胜利100年 ,中华人民共和国成立100年
我国社会主义建设的根本任务是【    】。,多选,ABC,进一步解放和发展生产力,逐步实现社会主义现代化,改革生产关系和上层建筑中不适应生产力发展的方面和环节,开展一定范围内的阶级斗争，抵御“颜色革命”
建国初期，关于我国新民主主义社会性质的正确表述是【    】。,多选,ABC,属于社会主义体系,逐步过渡到社会主义社会,过渡性质的社会,具有资本主义社会性质
新中国成立之初，国民党反动政府留下来的残渣余孽包括【    】。,多选,ABCD,国民党军队的残部,大量国民党的政治土匪和国民党特务分子,反动会道门,传统黑恶势力
在我国的工业化道路的选择上，资本主义工业化道路走不通，在于【    】。,多选,ABCD,近代中国民族资本主义工业化进程遭受内外打压而严重受阻的深刻教训,中国在20世纪50年代如果选择资本主义工业化道路，就难以取得真正意义上的经济独立，甚至连已经争得的政治也可能丧失,中国走资本主义工业化道路，其经济可能会有一时的发展，但终究还是会成为西方资本主义大国的附庸,在帝国主义时代，中国通过走资本主义道路实现工业化的可能性已经失去。为了实现国家的工业化，中国必须走社会主义的道路。
20世纪50年代，我国农业的社会主义改造过程中，建立的过渡性经济组织有【    】。,多选,ABC,互助组,初级农业生产合作社,高级农业生产合作社,人民公社
对民族资产阶级实行和平赎买的设想，最早是由【    】提出来的。,多选,AB,马克思,恩格斯,列宁,斯大林
新中国成立后，中国的民族资产阶级呈现新的特点是【    】，这些特点表明我国对资本主义工商业的社会主义改造具有可能性。,多选,ABCD,民族资产阶级有剥削工人取得利润的一面,民族资产阶级拥护宪法、愿意接受改造,由于工人阶级掌握了国家政权，民族资产阶级与个体农民的联系被割断，失去独立生存和发展的空间,中国共产党对资产阶级在政治上争取、在经济上加以引导，在团结他们的同时，用和平的方法逐步改造他们，促使他们走上社会主义
中共八大在关于政治建设方面的主要亮点是【    】。,多选,ABC,扩大社会主义民主,健全社会主义法制,党和国家的活动做到“有法可依”和“有法必依”,对党和国家政治体制进行改革，废除领导干部终身制
全面建设社会主义历史时期，社会主义建设出现曲折的主要原因有【    】。,多选,ABC,忽视了客观规律,缺乏建设经验,左倾错误干扰,朝鲜战争爆发
